#name=Regions with enrichment >= 5
#description= Algorithm: Enriched Region Detection |  Parameters: |    Read List = Read List filtered on read quality metrics |    Treatment = 1668-WPT-3_sequence_only_sacCer2_sorted |    Control = 1668-WPT-1_sequence_only_sacCer2_sorted |    Enrichment Factor = 5 |    Window Size (bp) = 100 |    Minimum reads in window = 10 |    Window Slide Size (bp) = 50 |    Minimum region size (bp) = 150 |    Minimum reads in region = 15 |    Upstream padding distance for genes = 5000
Chromosome	Start	End	Read Density	Treatment Count	Control Count	Enrichment Factor	Gene Symbol	Longest Transcript	Overlap Type	Distance to TSS	
chrXI	313301	313450	0.41333333	62	8	5.1369047	YKL065W-A	YKL065W-A	Upstream	-2223
chrXI	313301	313450	0.41333333	62	8	5.1369047	MNR2	YKL064W	Upstream	-4033
chrXI	321651	321850	0.925	185	20	6.1311445	YKL063C	YKL063C	Upstream	-588
chrXI	321651	321850	0.925	185	20	6.1311445	MSN4	YKL062W	Upstream	-1122
chrXI	321651	321850	0.925	185	20	6.1311445	YKL061W	YKL061W	Upstream	-3665
chrXI	379201	379400	2.035	407	51	5.2896147	tV(AAC)K2		CDS-Exon	-23
chrXI	458101	458300	2.19	438	54	5.3762584	tL(CAA)K		CDS-Exon	0
chrXI	458101	458300	2.19	438	54	5.3762584	FOX2	YKR009C	Upstream	-1503
chrXI	506453	506700	0.51209676	127	17	4.951703	SPO14	YKR031C	Upstream	-539
chrXI	506453	506700	0.51209676	127	17	4.951703	DAL80	YKR034W	CDS-Exon, 5'UTR	36
chrXI	506453	506700	0.51209676	127	17	4.951703	DID2	YKR035W-A	Upstream	-1005
chrXI	506902	507150	0.5421687	135	17	5.2636213	SPO14	YKR031C	Upstream	-989
chrXI	506902	507150	0.5421687	135	17	5.2636213	DAL80	YKR034W	CDS-Exon	486
chrXI	506902	507150	0.5421687	135	17	5.2636213	DID2	YKR035W-A	Upstream	-555
chrXI	507251	507450	0.775	155	20	5.1369047	SPO14	YKR031C	Upstream	-1313
chrXI	507251	507450	0.775	155	20	5.1369047	DID2	YKR035W-A	Upstream	-231
chrXI	512901	513100	2.395	479	63	5.039585	tA(AGC)K2		Upstream	-4630
chrXI	512901	513100	2.395	479	63	5.039585	CAF4	YKR036C	Upstream	-2725
chrXI	512901	513100	2.395	479	63	5.039585	SPC34	YKR037C	Upstream	-1561
chrXI	512901	513100	2.395	479	63	5.039585	GAP1	YKR039W	Upstream	-1705
chrXI	512901	513100	2.395	479	63	5.039585	YKR041W	YKR041W	Upstream	-4840
chrXI	512901	513100	2.395	479	63	5.039585	KAE1		Upstream	-199
chrXI	512901	513100	2.395	479	63	5.039585	tD(GUC)K		CDS-Exon	45
chrXI	578551	578750	2.57	514	56	6.0838	tK(UUU)K		CDS-Exon	43
chrXI	578551	578750	2.57	514	56	6.0838	AIM29		Upstream	-201
chrXI	578551	578750	2.57	514	56	6.0838	DRE2	YKR071C	Upstream	-3028
chrXI	578551	578750	2.57	514	56	6.0838	SIS2	YKR072C	Upstream	-885
chrXI	578551	578750	2.57	514	56	6.0838	ECM4	YKR076W	Upstream	-3275
chrXI	578551	578750	2.57	514	56	6.0838	MSA2		Upstream	-4645
chrXI	630401	630600	0.7	140	18	5.1553164	PCK1	YKR097W	Upstream	-290
chrXI	630401	630600	0.7	140	18	5.1553164	BAS1	YKR099W	Upstream	-4989
chrXI	665202	665400	0.8190955	163	21	5.1447954				
chrXI	665451	665650	0.785	157	13	8.004904				
chrXI	665652	665850	0.7035176	140	14	6.6282644				
chrXII	11215	11400	0.13440861	25	3	5.5235534	YLL066C	YLL066C	Upstream	-1471
chrXII	11451	11800	0.99142855	347	42	5.4762087	YLL066C	YLL066C	Upstream	-1789
chrXII	11801	12100	1.1066667	332	37	5.9475236	YLL066C	YLL066C	Upstream	-2114
chrXII	12151	12349	0.7035176	140	17	5.4585705	YLL066C	YLL066C	Upstream	-2414
chrXII	12401	12600	0.775	155	19	5.4072685	YLL066C	YLL066C	Upstream	-2664
chrXII	13151	13450	0.54	162	17	6.3163457	YLL066C	YLL066C	Upstream	-3464
chrXII	13151	13450	0.54	162	17	6.3163457	PAU18		CDS-Exon	145
chrXII	13151	13450	0.54	162	17	6.3163457	MMP1	YLL061W	Upstream	-4656
chrXII	92401	92750	2.94	1029	116	5.8797274	tP(UGG)L		CDS-Exon	28
chrXII	92401	92750	2.94	1029	116	5.8797274	PAU17		Upstream	-2171
chrXII	167851	168150	2.5466666	764	93	5.4451547	TEN1	YLR010C	Upstream	-199
chrXII	167851	168150	2.5466666	764	93	5.4451547	tS(AGA)L		CDS-Exon	24
chrXII	167851	168150	2.5466666	764	93	5.4451547	LOT6	YLR011W	Upstream	-1102
chrXII	167851	168150	2.5466666	764	93	5.4451547	GAT3	YLR013W	Upstream	-3338
chrXII	167851	168150	2.5466666	764	93	5.4451547	PAM18	YLR008C	Upstream	-1918
chrXII	167851	168150	2.5466666	764	93	5.4451547	SSK1	YLR006C	Upstream	-4108
chrXII	170751	170950	0.65	130	17	5.0686727	TEN1	YLR010C	Upstream	-3049
chrXII	170751	170950	0.65	130	17	5.0686727	tS(AGA)L		Upstream	-2826
chrXII	170751	170950	0.65	130	17	5.0686727	GAT3	YLR013W	Upstream	-488
chrXII	170751	170950	0.65	130	17	5.0686727	PAM18	YLR008C	Upstream	-4768
chrXII	170751	170950	0.65	130	17	5.0686727	YLR012C	YLR012C	Upstream	-570
chrXII	170751	170950	0.65	130	17	5.0686727	BRE2	YLR015W	Upstream	-4376
chrXII	171501	171700	0.56	112	13	5.710505	TEN1	YLR010C	Upstream	-3799
chrXII	171501	171700	0.56	112	13	5.710505	tS(AGA)L		Upstream	-3576
chrXII	171501	171700	0.56	112	13	5.710505	GAT3	YLR013W	CDS-Exon	262
chrXII	171501	171700	0.56	112	13	5.710505	YLR012C	YLR012C	Upstream	-1320
chrXII	171501	171700	0.56	112	13	5.710505	BRE2	YLR015W	Upstream	-3626
chrXII	241901	242100	0.425	85	11	5.1218405	STU2	YLR045C	Upstream	-4296
chrXII	241901	242100	0.425	85	11	5.1218405	YLR046C	YLR046C	Upstream	-3186
chrXII	241901	242100	0.425	85	11	5.1218405	FRE8		Upstream	-592
chrXII	241901	242100	0.425	85	11	5.1218405	RPS0B		Upstream	-233
chrXII	250452	250699	0.7741935	192	18	7.0701485	YLR053C	YLR053C	Upstream	-2148
chrXII	250452	250699	0.7741935	192	18	7.0701485	ERG3	YLR056W	Upstream	-3287
chrXII	250452	250699	0.7741935	192	18	7.0701485	YLR057W	YLR057W	Upstream	-4732
chrXII	250452	250699	0.7741935	192	18	7.0701485	FCF2		Upstream	-3597
chrXII	250452	250699	0.7741935	192	18	7.0701485	OSW2		CDS-Exon	404
chrXII	250452	250699	0.7741935	192	18	7.0701485	YLR050C	YLR050C	Upstream	-4502
chrXII	366051	366400	2.3028572	806	90	5.935979	snR6		CDS-Exon	-11
chrXII	366051	366400	2.3028572	806	90	5.935979	AHP1	YLR109W	Upstream	-2557
chrXII	366051	366400	2.3028572	806	90	5.935979	MDN1	YLR106C	Upstream	-2486
chrXII	426151	426350	0.36	72	9	5.3026114	tD(GUC)L1		Upstream	-883
chrXII	426151	426350	0.36	72	9	5.3026114	SLS1	YLR139C	Upstream	-2776
chrXII	426151	426350	0.36	72	9	5.3026114	YLR143W	YLR143W	Upstream	-1080
chrXII	426151	426350	0.36	72	9	5.3026114	PUT1	YLR142W	CDS-Exon	1063
chrXII	426951	427250	1.69	507	56	6.0009465	tD(GUC)L1		CDS-Exon	-33
chrXII	426951	427250	1.69	507	56	6.0009465	SLS1	YLR139C	Upstream	-3626
chrXII	426951	427250	1.69	507	56	6.0009465	YLR143W	YLR143W	Upstream	-230
chrXII	439302	439500	0.45728642	91	12	5.026434	STM1	YLR150W	Upstream	-1067
chrXII	439302	439500	0.45728642	91	12	5.026434	SMD3	YLR147C	Upstream	-4937
chrXII	439302	439500	0.45728642	91	12	5.026434	YLR149C	YLR149C	CDS-Exon	423
chrXII	439503	439849	0.5878962	204	23	5.878982	STM1	YLR150W	Upstream	-792
chrXII	439503	439849	0.5878962	204	23	5.878982	YLR149C	YLR149C	CDS-Exon	148
chrXII	439851	440000	0.37333333	56	6	6.18638	STM1	YLR150W	Upstream	-543
chrXII	439851	440000	0.37333333	56	6	6.18638	YLR149C	YLR149C	Upstream	-101
chrXII	448551	448750	1.36	272	24	7.5120325	RNH203	YLR154C	Upstream	-335
chrXII	448551	448750	1.36	272	24	7.5120325	tQ(UUG)L		CDS-Exon	72
chrXII	448551	448750	1.36	272	24	7.5120325	YLR152C	YLR152C	Upstream	-3961
chrXII	448551	448750	1.36	272	24	7.5120325	ACS2	YLR153C	Upstream	-1074
chrXII	450801	450998	0.3888889	77	4	12.759409	RNH203	YLR154C	Upstream	-2584
chrXII	450801	450998	0.3888889	77	4	12.759409	tQ(UUG)L		Upstream	-2177
chrXII	450801	450998	0.3888889	77	4	12.759409	TAR1		Upstream	-3798
chrXII	450801	450998	0.3888889	77	4	12.759409	ACS2	YLR153C	Upstream	-3323
chrXII	451151	451350	0.365	73	8	6.048291	RNH203	YLR154C	Upstream	-2935
chrXII	451151	451350	0.365	73	8	6.048291	tQ(UUG)L		Upstream	-2528
chrXII	451151	451350	0.365	73	8	6.048291	TAR1		Upstream	-3447
chrXII	451151	451350	0.365	73	8	6.048291	ACS2	YLR153C	Upstream	-3674
chrXII	452751	453000	20.78	5195	633	5.439784	RNH203	YLR154C	Upstream	-4560
chrXII	452751	453000	20.78	5195	633	5.439784	tQ(UUG)L		Upstream	-4153
chrXII	452751	453000	20.78	5195	633	5.439784	TAR1		Upstream	-1822
chrXII	452751	453000	20.78	5195	633	5.439784	ETS2-1		Upstream	-1089
chrXII	452751	453000	20.78	5195	633	5.439784	RDN37-1		CDS-Exon	5558
chrXII	452751	453000	20.78	5195	633	5.439784	RDN25-1		CDS-Exon	2307
chrXII	453051	453300	15.876	3969	459	5.7314987	RNH203	YLR154C	Upstream	-4860
chrXII	453051	453300	15.876	3969	459	5.7314987	tQ(UUG)L		Upstream	-4453
chrXII	453051	453300	15.876	3969	459	5.7314987	TAR1		Upstream	-1522
chrXII	453051	453300	15.876	3969	459	5.7314987	ETS2-1		Upstream	-1389
chrXII	453051	453300	15.876	3969	459	5.7314987	RDN37-1		CDS-Exon	5258
chrXII	453051	453300	15.876	3969	459	5.7314987	RDN25-1		CDS-Exon	2007
chrXII	453751	453950	15.705	3141	416	5.004658	TAR1		Upstream	-847
chrXII	453751	453950	15.705	3141	416	5.004658	ETS2-1		Upstream	-2064
chrXII	453751	453950	15.705	3141	416	5.004658	RDN37-1		CDS-Exon	4583
chrXII	453751	453950	15.705	3141	416	5.004658	RDN25-1		CDS-Exon	1332
chrXII	459601	459800	15.155	3031	396	5.0733004	ITS2-1		Upstream	-4286
chrXII	459601	459800	15.155	3031	396	5.0733004	RDN58-1		Upstream	-4128
chrXII	459601	459800	15.155	3031	396	5.0733004	ETS1-1		Upstream	-1267
chrXII	459601	459800	15.155	3031	396	5.0733004	RDN37-1		Upstream	-1267
chrXII	459601	459800	15.155	3031	396	5.0733004	RDN25-1		Upstream	-4518
chrXII	459601	459800	15.155	3031	396	5.0733004	ITS1-1		Upstream	-3767
chrXII	459601	459800	15.155	3031	396	5.0733004	RDN18-1		Upstream	-1967
chrXII	459601	459800	15.155	3031	396	5.0733004	RDN5-1		CDS-Exon	23
chrXII	459601	459800	15.155	3031	396	5.0733004	NTS2-1		CDS-Exon	-24
chrXII	461901	462150	20.7	5175	682	5.0295115	ETS1-1		Upstream	-3592
chrXII	461901	462150	20.7	5175	682	5.0295115	NTS1-2		Upstream	-1313
chrXII	461901	462150	20.7	5175	682	5.0295115	RDN37-1		Upstream	-3592
chrXII	461901	462150	20.7	5175	682	5.0295115	RDN18-1		Upstream	-4292
chrXII	461901	462150	20.7	5175	682	5.0295115	ETS2-2		Upstream	-1102
chrXII	461901	462150	20.7	5175	682	5.0295115	RDN37-2		CDS-Exon	5545
chrXII	461901	462150	20.7	5175	682	5.0295115	RDN25-2		CDS-Exon	2294
chrXII	461901	462150	20.7	5175	682	5.0295115	NTS2-1		Upstream	-2349
chrXII	462251	462500	16.056	4014	525	5.0677814	ETS1-1		Upstream	-3942
chrXII	462251	462500	16.056	4014	525	5.0677814	NTS1-2		Upstream	-1663
chrXII	462251	462500	16.056	4014	525	5.0677814	RDN37-1		Upstream	-3942
chrXII	462251	462500	16.056	4014	525	5.0677814	RDN18-1		Upstream	-4642
chrXII	462251	462500	16.056	4014	525	5.0677814	ETS2-2		Upstream	-1452
chrXII	462251	462500	16.056	4014	525	5.0677814	RDN37-2		CDS-Exon	5195
chrXII	462251	462500	16.056	4014	525	5.0677814	RDN25-2		CDS-Exon	1944
chrXII	462251	462500	16.056	4014	525	5.0677814	NTS2-1		Upstream	-2699
chrXII	468701	469050	11.348572	3972	445	5.916284	ITS2-2		Upstream	-4324
chrXII	468701	469050	11.348572	3972	445	5.916284	RDN58-2		Upstream	-4166
chrXII	468701	469050	11.348572	3972	445	5.916284	YLR154C-H	YLR154C-H	CDS-Exon, 3'UTR	84
chrXII	468701	469050	11.348572	3972	445	5.916284	RDN5-2		CDS-Exon	61
chrXII	468701	469050	11.348572	3972	445	5.916284	YLR156W	YLR156W	Upstream	-3239
chrXII	468701	469050	11.348572	3972	445	5.916284	RDN5-3		Upstream	-3591
chrXII	468701	469050	11.348572	3972	445	5.916284	RDN37-2		Upstream	-1305
chrXII	468701	469050	11.348572	3972	445	5.916284	RDN25-2		Upstream	-4556
chrXII	468701	469050	11.348572	3972	445	5.916284	ITS1-2		Upstream	-3805
chrXII	468701	469050	11.348572	3972	445	5.916284	RDN18-2		Upstream	-2005
chrXII	468701	469050	11.348572	3972	445	5.916284	ETS1-2		Upstream	-1305
chrXII	468701	469050	11.348572	3972	445	5.916284	NTS2-2		CDS-Exon	-62
chrXII	472402	472700	1.7859532	534	56	6.3205233	YLR154C-H	YLR154C-H	Upstream	-3592
chrXII	472402	472700	1.7859532	534	56	6.3205233	YLR156C-A	YLR156C-A	CDS-Exon, 3'UTR	60
chrXII	472402	472700	1.7859532	534	56	6.3205233	RDN5-3		CDS-Exon	85
chrXII	472402	472700	1.7859532	534	56	6.3205233	YLR157W-D	YLR157W-D	Upstream	-3214
chrXII	472402	472700	1.7859532	534	56	6.3205233	ASP3-1	YLR155C	Upstream	-2145
chrXII	472402	472700	1.7859532	534	56	6.3205233	RDN37-2		Upstream	-4981
chrXII	472402	472700	1.7859532	534	56	6.3205233	ETS1-2		Upstream	-4981
chrXII	472402	472700	1.7859532	534	56	6.3205233	NTS2-2		Upstream	-3738
chrXII	481952	482300	1.8166189	634	74	5.67881	YLR157C-C	YLR157C-C	CDS-Exon, 3'UTR	65
chrXII	481952	482300	1.8166189	634	74	5.67881	RDN5-4		CDS-Exon	80
chrXII	481952	482300	1.8166189	634	74	5.67881	RDN5-5		Upstream	-3572
chrXII	481952	482300	1.8166189	634	74	5.67881	YLR157C-B	YLR157C-B	Upstream	-524
chrXII	481952	482300	1.8166189	634	74	5.67881	YLR157C-A	YLR157C-A	Upstream	-524
chrXII	481952	482300	1.8166189	634	74	5.67881	YLR159W	YLR159W	Upstream	-3220
chrXII	485551	485950	1.6625	665	62	7.109348	YLR157C-C	YLR157C-C	Upstream	-3559
chrXII	485551	485950	1.6625	665	62	7.109348	YLR159C-A	YLR159C-A	CDS-Exon, 3'UTR	93
chrXII	485551	485950	1.6625	665	62	7.109348	RDN5-5		CDS-Exon	52
chrXII	485551	485950	1.6625	665	62	7.109348	YLR161W	YLR161W	Upstream	-3248
chrXII	485551	485950	1.6625	665	62	7.109348	RDN5-6		Upstream	-3600
chrXII	485551	485950	1.6625	665	62	7.109348	YLR162W	YLR162W	Upstream	-3824
chrXII	485551	485950	1.6625	665	62	7.109348	YLR157C-B	YLR157C-B	Upstream	-4148
chrXII	485551	485950	1.6625	665	62	7.109348	YLR157C-A	YLR157C-A	Upstream	-4148
chrXII	485551	485950	1.6625	665	62	7.109348	ASP3-3	YLR158C	Upstream	-2112
chrXII	485551	485950	1.6625	665	62	7.109348	RRT15		Upstream	-4657
chrXII	489251	489597	2.5100865	871	94	6.1417217	YLR159C-A	YLR159C-A	Upstream	-3581
chrXII	489251	489597	2.5100865	871	94	6.1417217	RDN5-6		CDS-Exon	74
chrXII	489251	489597	2.5100865	871	94	6.1417217	YLR162W	YLR162W	CDS-Exon, 5'UTR	-150
chrXII	489251	489597	2.5100865	871	94	6.1417217	YLR164W	YLR164W	Upstream	-4461
chrXII	489251	489597	2.5100865	871	94	6.1417217	ASP3-4	YLR160C	Upstream	-2134
chrXII	489251	489597	2.5100865	871	94	6.1417217	RRT15		Upstream	-983
chrXII	592451	592650	2.235	447	57	5.1979547	tL(UAG)L1		CDS-Exon	71
chrXII	592451	592650	2.235	447	57	5.1979547	YLR225C	YLR225C	Upstream	-3630
chrXII	592451	592650	2.235	447	57	5.1979547	ADY4	YLR227C	Upstream	-505
chrXII	592451	592650	2.235	447	57	5.1979547	YLR227W-B	YLR227W-B	Upstream	-890
chrXII	592451	592650	2.235	447	57	5.1979547	YLR227W-A	YLR227W-A	Upstream	-890
chrXII	602902	603100	0.7386935	147	18	5.4130826	ECM22	YLR228C	Upstream	-536
chrXII	605201	605550	2.8342857	992	93	7.0701485	CDC42	YLR229C	Upstream	-586
chrXII	605201	605550	2.8342857	992	93	7.0701485	tI(UAU)L		CDS-Exon	59
chrXII	605201	605550	2.8342857	992	93	7.0701485	ECM22	YLR228C	Upstream	-2910
chrXII	605201	605550	2.8342857	992	93	7.0701485	TOP3	YLR234W	Upstream	-4410
chrXII	656901	657100	1.75	350	42	5.5235534	tA(AGC)L		CDS-Exon	8
chrXII	656901	657100	1.75	350	42	5.5235534	YLR257W	YLR257W	Upstream	-1828
chrXII	656901	657100	1.75	350	42	5.5235534	GSY2	YLR258W	Upstream	-3718
chrXII	687751	688050	2.21	663	65	6.7608294	tV(AAC)L		CDS-Exon	34
chrXII	687751	688050	2.21	663	65	6.7608294	YCS4	YLR272C	Upstream	-696
chrXII	687751	688050	2.21	663	65	6.7608294	MCM5		Upstream	-3657
chrXII	732001	732300	2.9366667	881	92	6.3472834	tI(AAU)L1		Upstream	-2654
chrXII	732001	732300	2.9366667	881	92	6.3472834	MET17	YLR303W	Upstream	-394
chrXII	732001	732300	2.9366667	881	92	6.3472834	tL(UAG)L2		CDS-Exon	58
chrXII	734701	734900	1.995	399	46	5.7492986	tI(AAU)L1		CDS-Exon	-4
chrXII	745652	745850	0.5125628	102	12	5.6340246	STT4	YLR305C	Upstream	-1886
chrXII	745652	745850	0.5125628	102	12	5.6340246	CDA1	YLR307W	CDS-Exon	129
chrXII	745652	745850	0.5125628	102	12	5.6340246	CDA2	YLR308W	Upstream	-2188
chrXII	745901	746100	0.43	86	9	6.3336744	STT4	YLR305C	Upstream	-2135
chrXII	745901	746100	0.43	86	9	6.3336744	CDA1	YLR307W	CDS-Exon	378
chrXII	745901	746100	0.43	86	9	6.3336744	CDA2	YLR308W	Upstream	-1939
chrXII	746401	746600	0.74	148	18	5.4499063	STT4	YLR305C	Upstream	-2635
chrXII	746401	746600	0.74	148	18	5.4499063	CDA1	YLR307W	CDS-Exon	878
chrXII	746401	746600	0.74	148	18	5.4499063	CDA2	YLR308W	Upstream	-1439
chrXII	746801	747000	0.53	106	13	5.4045844	YLR307C-A	YLR307C-A	CDS-Exon, 3'UTR	213
chrXII	746801	747000	0.53	106	13	5.4045844	STT4	YLR305C	Upstream	-3035
chrXII	746801	747000	0.53	106	13	5.4045844	CDA2	YLR308W	Upstream	-1039
chrXII	784201	784650	2.3666666	1065	96	7.3532305	REC102	YLR329W	Upstream	-2017
chrXII	784201	784650	2.3666666	1065	96	7.3532305	RPL38	YLR325C	Upstream	-3046
chrXII	784201	784650	2.3666666	1065	96	7.3532305	NMA1	YLR328W	Upstream	-488
chrXII	784201	784650	2.3666666	1065	96	7.3532305	TMA10		Upstream	-1038
chrXII	784201	784650	2.3666666	1065	96	7.3532305	tS(GCU)L		CDS-Exon	71
chrXII	784201	784650	2.3666666	1065	96	7.3532305	CHS5	YLR330W	Upstream	-3239
chrXII	793751	794050	2.54	762	99	5.1017547	tD(GUC)L2		CDS-Exon	-18
chrXII	793751	794050	2.54	762	99	5.1017547	tE(UUC)L		Upstream	-3278
chrXII	793751	794050	2.54	762	99	5.1017547	NUP2	YLR335W	Upstream	-3530
chrXII	954501	954798	0.79530203	237	30	5.2363286	PUN1		Upstream	-508
chrXII	954501	954798	0.79530203	237	30	5.2363286	YLR415C	YLR415C	CDS-Exon	-55
chrXII	954501	954798	0.79530203	237	30	5.2363286	VPS36	YLR417W	Upstream	-358
chrXII	954501	954798	0.79530203	237	30	5.2363286	YLR419W	YLR419W	Upstream	-3776
chrXII	954501	954798	0.79530203	237	30	5.2363286	YLR412C-A	YLR412C-A	Upstream	-4179
chrXII	975951	976150	2.005	401	35	7.594097	tN(GUU)L		CDS-Exon	3
chrXII	975951	976150	2.005	401	35	7.594097	ATG17	YLR423C	Upstream	-2883
chrXII	1060401	1060648	0.6048387	150	19	5.23284	PAU4	YLR461W	Upstream	-2393
chrXII	1060401	1060648	0.6048387	150	19	5.23284	NBP1	YLR457C	Upstream	-3755
chrXII	1060401	1060648	0.6048387	150	19	5.23284	YLR460C	YLR460C	CDS-Exon	361
chrXII	1062902	1063299	0.67839193	270	27	6.6282644	PAU4	YLR461W	CDS-Exon, 5'UTR	183
chrXII	1062902	1063299	0.67839193	270	27	6.6282644	YLR460C	YLR460C	Upstream	-2215
chrXII	1062902	1063299	0.67839193	270	27	6.6282644	YLR462W	YLR462W	Upstream	-2854
chrXII	1062902	1063299	0.67839193	270	27	6.6282644	YLR464W	YLR464W	Upstream	-3470
chrXII	1062902	1063299	0.67839193	270	27	6.6282644	YRF1-4	YLR466W	Upstream	-3985
chrXII	1064151	1064350	0.74	148	19	5.163069	YLR460C	YLR460C	Upstream	-3365
chrXII	1064151	1064350	0.74	148	19	5.163069	YLR462W	YLR462W	Upstream	-1704
chrXII	1064151	1064350	0.74	148	19	5.163069	YLR464W	YLR464W	Upstream	-2320
chrXII	1064151	1064350	0.74	148	19	5.163069	YRF1-4	YLR466W	Upstream	-2835
chrXII	1064701	1064899	0.60301507	120	11	7.2308335	YLR460C	YLR460C	Upstream	-3915
chrXII	1064701	1064899	0.60301507	120	11	7.2308335	YLR462W	YLR462W	Upstream	-1154
chrXII	1064701	1064899	0.60301507	120	11	7.2308335	YLR464W	YLR464W	Upstream	-1770
chrXII	1064701	1064899	0.60301507	120	11	7.2308335	YRF1-4	YLR466W	Upstream	-2285
chrXIII	5451	5650	0.73	146	19	5.0932975	YML133C	YML133C	Upstream	-866
chrXIII	5451	5650	0.73	146	19	5.0932975	COS3	YML132W	Upstream	-1694
chrXIII	5451	5650	0.73	146	19	5.0932975	YML131W	YML131W	Upstream	-4649
chrXIII	5751	6050	0.76666665	230	25	6.098003	YML133C	YML133C	Upstream	-1216
chrXIII	5751	6050	0.76666665	230	25	6.098003	COS3	YML132W	Upstream	-1344
chrXIII	5751	6050	0.76666665	230	25	6.098003	YML131W	YML131W	Upstream	-4299
chrXIII	6051	6200	0.46666667	70	8	5.7997313	YML133C	YML133C	Upstream	-1441
chrXIII	6051	6200	0.46666667	70	8	5.7997313	COS3	YML132W	Upstream	-1119
chrXIII	6051	6200	0.46666667	70	8	5.7997313	YML131W	YML131W	Upstream	-4074
chrXIII	6552	6800	0.6064257	151	20	5.0043397	YML133C	YML133C	Upstream	-1992
chrXIII	6552	6800	0.6064257	151	20	5.0043397	COS3	YML132W	Upstream	-568
chrXIII	6552	6800	0.6064257	151	20	5.0043397	YML131W	YML131W	Upstream	-3523
chrXIII	6801	7150	0.86	301	36	5.541965	YML133C	YML133C	Upstream	-2291
chrXIII	6801	7150	0.86	301	36	5.541965	COS3	YML132W	Upstream	-269
chrXIII	6801	7150	0.86	301	36	5.541965	YML131W	YML131W	Upstream	-3224
chrXIII	91651	92000	1.42	497	64	5.1472616	RPM2	YML091C	Upstream	-1094
chrXIII	91651	92000	1.42	497	64	5.1472616	UFO1	YML088W	Upstream	-410
chrXIII	131751	131950	2.405	481	59	5.4037204	tR(UCU)M2		CDS-Exon	46
chrXIII	131751	131950	2.405	481	59	5.4037204	TCB3	YML072C	Upstream	-2483
chrXIII	131751	131950	2.405	481	59	5.4037204	DAK1	YML070W	Upstream	-1625
chrXIII	131751	131950	2.405	481	59	5.4037204	POB3	YML069W	Upstream	-3650
chrXIII	131751	131950	2.405	481	59	5.4037204	COG8	YML071C	Upstream	-278
chrXIII	158752	158998	0.95951414	237	33	4.7602987	HUG1	YML058W-A	CDS-Exon, 5'UTR	115
chrXIII	158752	158998	0.95951414	237	33	4.7602987	SML1	YML058W	Upstream	-508
chrXIII	158752	158998	0.95951414	237	33	4.7602987	CMP2	YML057W	Upstream	-1305
chrXIII	158752	158998	0.95951414	237	33	4.7602987	NTE1		Upstream	-617
chrXIII	183851	184100	2.78	695	80	5.7583046	tG(GCC)M		CDS-Exon	-7
chrXIII	183851	184100	2.78	695	80	5.7583046	YML045W	YML045W	Upstream	-486
chrXIII	183851	184100	2.78	695	80	5.7583046	YML045W-A	YML045W-A	Upstream	-486
chrXIII	183851	184100	2.78	695	80	5.7583046	PRM6	YML047C	Upstream	-2900
chrXIII	192051	192249	0.98994976	197	26	5.022185	RRN11	YML043C	Upstream	-383
chrXIII	192051	192249	0.98994976	197	26	5.022185	CAT2	YML042W	Upstream	-638
chrXIII	192051	192249	0.98994976	197	26	5.022185	YML039W	YML039W	Upstream	-4478
chrXIII	192051	192249	0.98994976	197	26	5.022185	YML040W	YML040W	Upstream	-4478
chrXIII	259051	259250	2.37	474	56	5.6103525	GIS4	YML006C	Upstream	-734
chrXIII	259051	259250	2.37	474	56	5.6103525	TRM12		Upstream	-1071
chrXIII	259051	259250	2.37	474	56	5.6103525	YML003W	YML003W	Upstream	-4333
chrXIII	290701	290950	2.776	694	95	4.842121	tE(UUC)M		CDS-Exon	25
chrXIII	290701	290950	2.776	694	95	4.842121	CLU1	YMR012W	Upstream	-308
chrXIII	306104	306342	0.59414226	142	16	5.8825846	ERG5	YMR015C	Upstream	-3739
chrXIII	306104	306342	0.59414226	142	16	5.8825846	SOK2	YMR016C	Upstream	-631
chrXIII	306104	306342	0.59414226	142	16	5.8825846	SPO20	YMR017W	Upstream	-1265
chrXIII	306104	306342	0.59414226	142	16	5.8825846	YMR018W	YMR018W	Upstream	-3984
chrXIII	321001	321350	2.4371428	853	99	5.7110195	tA(AGC)M1		CDS-Exon	43
chrXIII	321001	321350	2.4371428	853	99	5.7110195	MAC1	YMR021C	Upstream	-2758
chrXIII	321001	321350	2.4371428	853	99	5.7110195	MSS1	YMR023C	CDS-Exon	-159
chrXIII	321001	321350	2.4371428	853	99	5.7110195	MRPL3	YMR024W	Upstream	-699
chrXIII	321001	321350	2.4371428	853	99	5.7110195	CSI1	YMR025W	Upstream	-2124
chrXIII	321001	321350	2.4371428	853	99	5.7110195	YMR027W	YMR027W	Upstream	-4701
chrXIII	321351	321500	0.46666667	70	7	6.6282644	tA(AGC)M1		Upstream	-207
chrXIII	321351	321500	0.46666667	70	7	6.6282644	MAC1	YMR021C	Upstream	-3008
chrXIII	321351	321500	0.46666667	70	7	6.6282644	MSS1	YMR023C	Upstream	-409
chrXIII	321351	321500	0.46666667	70	7	6.6282644	MRPL3	YMR024W	Upstream	-449
chrXIII	321351	321500	0.46666667	70	7	6.6282644	CSI1	YMR025W	Upstream	-1874
chrXIII	321351	321500	0.46666667	70	7	6.6282644	YMR027W	YMR027W	Upstream	-4451
