Hybridization REF	TCGA-AO-A03P-01A-11R-A00Z-07
EPDR1	1.3571
MUSK	0.668833333333333
ZNF434	-0.396666666666667
SMARCD1	-0.44
ZFP106	-0.59475
ZNF347	1.0795
GTF2E1	-0.0115
RY1	-0.6855
ATAD2B	0.170625
ARHGAP17	-0.6199
KCNIP3	-1.01525
SFPQ	0.382125
GFRA4	0.511666666666667
AKR1B10	-3.36975
TIGD6	1.09433333333333
RGS16	2.068875
URB1	-0.460166666666667
OR4C46	-0.0718333333333333
TOP3B	-0.71275
NFATC4	0.3055
CA14	-2.99475
BMPR1A	-0.506833333333333
SNRP70	-0.10875
PRL	0.0434166666666667
C6orf130	-0.0745
STAG2	0.603
CD55	-1.38185714285714
RPS23	0.940333333333333
SSX2	-1.04733333333333
FDPSL2A	-0.64425
FBXO27	-0.365625
SYNGR3	-1.12766666666667
TMSL3	0.83375
EML1	-1.36
NUP93	-0.857833333333333
SMAD3	0.1638
KIAA1189	0.249166666666667
HNRPUL2	-0.565
TBC1D12	-0.118166666666667
C16orf24	0.86475
MRVI1	2.0645
ZNF581	2.41433333333333
ELOVL3	0.203
OR51Q1	0.0245
CACNB3	0.878666666666667
GALNT13	-1.8195
C10orf84	0.43275
NEDD4	-0.5501
SPO11	0.282
OR5AU1	0.051
NEK4	0.601285714285714
PRKAR2A	0.239
IHPK1	-0.657833333333333
ATP6V0B	0.301375
CACNA1E	1.127
CEACAM8	0.3015
PEX14	-0.4125
FLJ12993	-1.171
ZBTB38	-0.552666666666667
PCTK2	0.179833333333333
LRRC16	0.016
FBLIM1	0.496666666666667
FYCO1	-0.097
RP5-1022P6.2	-0.70475
CMTM1	0.131166666666667
PLTP	-0.526333333333333
RAPH1	0.0987500000000001
DOCK8	0.219
EZH2	-1.52206666666667
SLC25A1	-1.24983333333333
PLEKHB1	-1.5359
GRB7	0.971
ZFP37	-1.7585
MRPL33	-0.47425
PELO	-0.28025
ARMC1	-0.108545454545455
C9orf27	0.38
FLJ25778	0.3845
C9orf37	-0.685333333333333
TMEM66	-0.26575
SPRN	0.37475
HBEGF	0.300125
PI4KA	-0.8635
LEPRE1	-1.19575
POU2AF1	-2.7305
MRPL12	0.380333333333333
REP15	0.2275
ZC3H3	0.65475
RASAL1	-1.78175
DDAH1	0.226625
ACBD5	0.295125
TMC2	0.1365
CCDC137	0.24925
SAMD13	-0.0981666666666667
UGT2B15	-1.64333333333333
TIPARP	-1.38725
DNASE1L3	-0.023
TRIM72	0.476833333333333
DBX2	0.18675
IPO8	-0.188
C21orf88	-1.4862
MAP3K14	0.139
LOC51233	0.369333333333333
GGTLA4	-1.9485
PDE6D	-0.1365
ZNF117	-0.17775
CLK2	-0.215625
NKRF	-0.08875
TNFSF15	-0.9601
DUSP2	-0.080375
SECISBP2	1.0622
GABRR2	0.178
PPAP2C	2.22625
LOC51145	0.155666666666667
PAG1	-0.7345
PIK3C3	1.85225
GNG10	-0.0245
APOL4	-0.248166666666667
ANKRD28	-0.878375
STMN3	-1.8614
RAB14	0.891
CDK2AP2	-0.57425
HDDC3	0.23275
COMMD7	-0.024875
CXXC1	1.216
HMCN1	-1.214
CD40	-0.068
DYNC1LI2	0.165875
GDI1	0.54975
LOC646938	0.07775
VSNL1	-3.2355
PIH1D1	1.73416666666667
RAET1G	0.32
KRTAP5-9	0.4395
EFTUD2	0.401
ZNF311	0.729666666666667
ATP6V1G3	0.17025
OR2W3	-0.05425
SCN4A	0.245
MED10	-0.760375
FAM135A	-0.1885
ARHGAP4	-1.94875
EHMT2	-0.210625
UFD1L	-1.301
ERMP1	0.00125
MAG1	-2.3275
THAP8	-0.0581666666666666
HACE1	-0.0158333333333333
FAM82C	0.278833333333333
C3orf20	0.3385
UNC84A	-0.359166666666667
SCD5	-0.357538461538462
LASS6	2.110125
LSG1	0.202416666666667
MAL	-5.31475
GPR22	-0.149
WDR5B	0.8115
ACTRT1	0.492
C17orf60	-0.6965
GRIN2C	1.3254
ARMC8	-0.39775
SLC47A1	-1.46933333333333
DMPK	-0.22575
DHRS13	-0.179333333333333
SMC1A	-0.056
KRTAP17-1	1.63
SMYD5	-0.23525
TUSC2	0.217125
CRHR2	0.628
KIR3DL2	0.5085
CCDC104	0.222
ATP2C1	0.370625
CROT	-1.61675
PABPC3	-0.07
EGR1	-1.073
THSD1	0.581
KHK	-2.013
SLC12A2	0.622875
CD58	-2.58225
STOX2	-0.565666666666667
CCDC76	-0.994
CCDC48	2.3935
DNAH1	0.0545
ZIC4	-0.204875
OR1G1	0.1105
PSMC6	0.1175
PROKR1	0.1265
ABCB1	-1.57825
TRAT1	-1.8845
LLGL1	-0.183
MTF1	0.54925
USP54	1.145
PAGE2B	-1.3035
ITGB7	-3.4695
CCDC81	-0.548
LOC149837	0.1345
SCUBE1	-0.0585
ZSCAN10	1.206
HUWE1	0.0462857142857143
CDH17	-0.715
CD180	-0.245
IL17A	0.067
TMPO	-1.12275
KIAA1524	-1.19366666666667
HDGFRP3	0.848166666666667
OXCT1	-0.301818181818182
RRAS2	-1.46566666666667
LTBP2	2.018875
SV2B	-0.462166666666667
CYP2A6	0.058
PKD1L2	-1.31466666666667
PPM1M	0.31525
FLJ22662	0.729
ZNF502	-0.8745
GP6	-0.22025
CRYBA2	-0.999
LEF1	-2.6717
CTPS	-1.51885714285714
EYA1	-3.13516666666667
EPS8L1	1.17725
MAPK14	-0.422166666666667
SERPINB2	-4.568875
GTF2F2	0.462833333333333
ZNHIT4	-0.167
PLA1A	-0.146125
C20orf114	3.624
HPR	-3.981
C18orf2	-2.78416666666667
SATB2	-1.878
KCNJ9	-0.218375
MGC157906	0.388
MOCS3	1.5435
C17orf71	0.473166666666667
PPHLN1	-0.2718
HIST1H2BN	-0.374125
RAPGEF1	0.048
MAP3K8	-1.45525
DLG4	-0.331166666666667
STC1	-1.04533333333333
CDGAP	0.92125
DDX26B	-2.167
LOC150223	-1.8455
CPSF3	-1.05016666666667
TMEM14A	0.83225
MYH3	-2.35475
GPKOW	-0.11125
SULT1A1	0.265
SPON1	1.7894
YY1AP1	-0.0306666666666667
RAB23	0.49575
PLA2G4A	-5.1555
MAPRE3	-0.30275
ZNF516	1.74507142857143
GGPS1	0.77025
EXOC3L2	-0.471
C19orf42	0.2613
MAP2K2	0.282333333333333
HIST1H2BB	0.16325
RNF19B	0.552
C6orf128	-0.918666666666667
TLR8	2.0675
PCDHA9	0.04
CARS2	0.30575
CLUL1	2.64216666666667
RHAG	-3.5575
UNK	0.227
EXOC8	1.0201
C9orf95	1.52975
C14orf143	0.223
MAML3	0.374
LDHA	-2.121
MRPL20	0.220375
KLHDC6	0.225166666666667
ATP5S	0.681
C8orf55	0.055
PHF19	-2.4465
KRTAP13-4	0.156
TTC5	0.892
XKR5	-0.46575
SILV	-4.32033333333333
TEX28	-0.473
TCTN1	1.37625
CX40.1	0.166
PPP2R5C	-0.431
C12orf30	-1.02133333333333
CAPG	0.36725
MPZL1	0.3217
ARSB	-1.35316666666667
TDH	-1.91575
WASF4	0.07825
TSSK3	-1.1785
7A5	-1.3225
CRISPLD1	4.131
MAD1L1	-0.214666666666667
SPIN4	-0.0611666666666667
AMPD1	-0.04425
DPYSL5	-0.0685
INPP1	-1.3285
ANKRD11	-0.629555555555556
NPAS4	-0.177875
GCET2	-0.2762
RNASE9	-0.989
GUCY2D	-0.315833333333333
CCDC98	-0.3905
FGF4	-0.462625
CPM	0.903
SLC26A4	-2.70083333333333
PLD5	0.35675
FAM59A	0.4015
FBXO5	-1.57344444444444
SIPA1L1	-0.3825
DPYS	0.2125
ATG4D	-0.1715
TGM3	0.8045
MTCH1	0.128875
HK1	2.748
CDC26	-0.168
GALNT12	-3.94
LOC339229	0.53825
MRPL35	-0.302125
ORC4L	-0.078
TNKS	-1.07635714285714
C2orf24	0.6825
ZNF553	0.493
GGTLA1	2.0071
ZNF497	0.792
CDY1B	0.501
SLC30A4	1.673375
TUB	-0.62925
ARHGEF18	0.02925
ARRB1	1.0015
KCNK1	-1.444
EREG	-2.3178
SCAMP5	0.69475
RUNDC3B	0.13125
ADAMTS20	-0.20125
IL17RB	0.248375
FLJ20323	-0.74475
MCAM	0.88925
POLR3E	-1.14933333333333
AQR	0.355833333333333
IPMK	0.1955
CDCA7	-4.697625
CAMP	0.28925
GRHL3	-1.06675
ADAMTSL2	1.38616666666667
CLMN	1.28483333333333
SSTR3	0.553
MAGEA5	-1.70166666666667
OVOL2	4.583
JMJD1B	0.21225
RBL2	1.0875
PYGO2	1.189
PPP1R10	0.499833333333333
CSE1L	-1.204
LCA5	1.1495
RDH16	0.62625
ASRGL1	-3.32375
TOM1	-0.529333333333333
PTX3	-6.61425
TTC15	0.1185
SCGB3A1	1.074
MRPL50	-0.83
RCAN3	-0.478375
SLC26A11	1.1285
STYX	-0.2335
CINP	-0.50325
MARCH7	-0.709
PFKM	-0.159833333333333
SGMS1	0.244833333333333
RIOK3	-0.3933
C1orf110	0.719
CES7	2.239375
LOC440248	-2.50775
PPP1R12C	1.13175
C10orf27	0.248
ATG9A	-0.1
MRPS26	1.375625
TMEM40	-1.23425
ELP3	-1.0836
ZNF787	0.5755
HIAT1	-0.396125
C8orf34	0.424166666666667
MGC4655	0.0157
PELI1	-0.289166666666667
PPT1	0.2262
SLC35C2	0.665166666666667
C6orf125	0.2235
MUC4	-0.804833333333333
RFC4	-1.94585714285714
GNB2	0.888666666666667
NUP50	-0.254857142857143
SULT4A1	-0.074
C7	0.0372857142857143
CCDC130	0.216666666666667
ARRDC4	2.30425
RQCD1	-0.60975
GLYCTK	-1.188
AYTL2	-0.688363636363636
MTUS1	-0.1421
LEMD3	0.383
PLEKHF2	1.9885
HOXA7	-0.886125
GTF3C2	-1.8025
DYNLRB2	3.14775
CNOT10	0.08975
MR1	0.159833333333333
FFAR1	0.02725
PRIC285	0.64775
SLITRK6	-1.587
LIX1	-0.9822
UBE1L2	-0.771416666666667
F8	1.07
ACHE	0.691666666666667
KPNA5	-0.73825
TNFRSF12A	-1.4705
EGR3	-2.361
SERPIND1	-3.014
OASL	4.111
IFRD1	-1.908125
WDFY1	-0.843166666666667
ZNF267	-0.501375
ACCN5	0.6045
ZBTB6	0.58875
PPP1R3A	0.2345
PRRT3	0.2865
FBXL19	-0.279
TXNIP	-0.257571428571429
ACTN2	-2.05375
ATG9B	-0.168
C9orf117	0.8915
IL27	-1.5235
RPL36AL	0.286666666666667
KLK15	0.04625
CHAD	1.579
RAP2B	-0.4495
HEBP2	0.78175
ZNF342	0.993
CAMK2G	1.254
TLR3	1.86
FGF14	0.67025
HMGB2	-0.543875
TRPM5	-0.0618333333333333
OR5M11	0.4425
KIF3B	-0.181421052631579
PRICKLE2	-0.27125
MTMR9	-1.189625
C3orf27	0.3285
GLRA3	-1.89133333333333
NSDHL	-0.247166666666667
TMEM32	-0.1835
POLR2D	-1.05991666666667
MYADML	0.2055
C9orf114	0.829
MRGPRX1	-0.195
TOPORS	0.7325
CLDN19	-1.1145
C1QL4	-0.077
RNF165	0.9155
DHRS9	-0.151
DNAH2	-0.3205
FXR1	-0.517666666666667
ZMYM3	-0.288875
CASP3	0.195
FAM120C	0.169875
SCLY	-1.432
CA7	0.221
ENTPD5	-0.385166666666667
ZNF461	-0.3875
PDIA5	-0.6845
C1orf19	-0.222
TMEM67	0.09425
KCTD20	-0.54375
WDR47	0.167
FLJ38723	0.5435
KLRF1	-0.082
TAS2R16	0.512
CLDN12	-0.56425
PRKCE	0.6855
UBXD4	-1.0975
ITGAM	1.56216666666667
GLT8D3	-0.02325
WDR31	1.6852
RGS2	-1.137
OR51L1	0.312
MST1R	0.63
KIAA1737	0.97925
OR4A5	0.447
GLIS1	-1.673
PTMA	0.305428571428571
NAPA	1.135
PRDM11	0.21475
LIPF	0.091
DIRAS3	-0.2825
ASGR2	-4.125
C1QTNF4	0.224
PIK3R4	0.164166666666667
ARMC3	1.42975
NDUFV3	-0.542833333333333
BTBD3	0.258
PPP1R2	-0.0129166666666667
UBE2NL	-0.703
FOSL2	1.16035714285714
FAM119A	-0.8355
TUBA4A	-0.5723
KRTAP12-1	0.34525
SFRS2	-0.6805
RHPN1	0.3824
EEF2	0.231833333333333
ZDHHC11	-0.283166666666667
EPHA3	-0.983
RBM12	0.33675
H2AFJ	2.73883333333333
EDIL3	1.66
KIF26A	-1.1535
SERGEF	-0.41825
B3GALT4	2.3685
LOC90925	1.26616666666667
OSCAR	-0.227
NPFF	-0.917
DEDD	0.420375
TMEM155	-0.41525
PTPN1	1.79575
SCYL2	0.521166666666667
SKAP1	1.11525
LEAP2	-2.45316666666667
GADD45G	1.7182
IFITM3	0.673
PILRB	-1.6355
SLU7	0.1424375
DSC3	-0.851
DNMT3L	-1.315
PAPD5	1.173875
B3GNT3	-1.04283333333333
LHCGR	-0.315
MSL-1	0.14475
UBE2S	-0.183375
SAP130	-0.76525
ANAPC11	0.536
MAGED4B	-1.9675
ATP6V1B2	-1.00733333333333
C14orf179	1.062625
CAPZA1	-0.08975
CDYL2	-0.332333333333333
GLRX3	0.978
LOC136288	-0.5375
MOBKL1A	0.319
HTR2B	2.76875
CRYGD	0.196333333333333
NUS1	-0.652833333333333
PGRMC1	-0.037
MYOM2	-1.58425
FLJ39653	-0.789
CHM	0.1287
OR5M8	0.4165
ZNF619	0.6005
FAM105A	-0.6435
CCNL1	-1.46875
NAP1L3	-1.18175
C10orf57	3.04466666666667
B3GALNT1	1.5375
CSN1S2A	0.4505
TCP10L	0.36825
GDAP2	-0.136125
DMKN	-1.11416666666667
COX6B1	-0.3855
DNASE2	1.21766666666667
MSH5	-1.658
LGMN	-0.196125
USP31	-0.1593
OR13C8	0.5505
SDCBP	-0.433
NUDT11	-3.2445
PYGL	-1.85283333333333
SNPH	-0.012
B3GNT4	-1.1645
MIZF	-0.7433
NUBPL	0.289
NOD1	-0.373333333333333
CDH22	-0.220875
NUBP1	0.561166666666667
DSCAM	-3.6585
DGKI	-1.1075
FAM136A	-1.086
AKAP1	1.01566666666667
SLC16A6	1.25975
RIN3	0.86725
PSG2	0.01975
DIP2B	-0.0999166666666666
PSORS1C1	0.6272
KIAA0495	-1.356
FLJ90709	0.038
LPA	-0.124333333333333
PIGA	-0.717833333333333
LY75	1.74766666666667
UTS2	-5.84116666666667
RREB1	0.349375
GALNACT-2	-0.0468
MGC3196	-1.054
FLJ31568	-1.26875
LPHN1	0.651125
SP1	0.51175
TOX4	1.051
HSPA9	0.5774
APOBEC1	-1.662
SLC35E4	-1.664
LSM5	-0.672
SURF1	0.6865
ZBTB1	-0.2215
GTF2F1	-0.36775
RPS15A	0.117
DUSP21	-0.45
GINS4	-2.90666666666667
MYO15A	0.139166666666667
GIMAP7	2.4535
MGC13379	0.63725
ATP6V1E2	0.254
UTP3	-0.1005
HNRPA3	-0.7223125
MT4	0.696
C14orf155	0.428
U1SNRNPBP	1.43875
CKLF	-0.669666666666667
PLEKHN1	-1.162
MBNL1	-0.838
NUP160	-1.01575
ACSM2A	-1.3695
LOC129881	-0.0135
KIAA1529	-1.128
FLJ22639	-2.11075
HAND1	-0.909
GSX1	0.331
FGA	-3.641375
SERPINB1	-0.51475
ZNF642	0.73175
IGFBP1	-7.839625
SLC1A1	-0.930125
DHX57	-0.294375
ZNF766	2.354
PTPN21	-0.1297
GDPD3	-1.36316666666667
PNPLA5	-0.125
TBR1	0.2928
FAM116A	0.373
IQGAP1	-0.04475
FOS	-0.2835
ZNF226	-0.341375
FIGNL1	-0.733833333333333
C14orf1	-0.0855
ZMYND17	0.113
PUS7	-0.733166666666667
TUBB6	-1.146
KCNQ2	-1.09375
MARCH6	-0.134916666666667
CCDC33	0.376
PRODH	-1.8985
RBM11	0.34525
EPHA6	0.625125
SLC43A1	0.5045
LOC196541	0.148428571428571
NTN1	1.1215
ING4	1.029
PCDHB10	-0.44375
DPH2	-0.69
SPACA4	0.48075
FBXL21	-3.564
DIAPH1	-0.410666666666667
ZNF71	0.394666666666667
CEP76	-0.3375
CORO1A	-0.99675
RRM2	-2.71925
EDG4	0.92325
OS9	0.366833333333333
SLC4A1AP	-0.12775
COG5	-0.655
COPS8	-0.6145
NGLY1	-1.01925
NCBP2	-0.4985
C17orf42	-0.146
GPSM3	0.304125
SIL1	0.807
ASB6	-0.25725
SMAD5OS	-0.250333333333333
UNC93A	-2.682875
A1BG	0.578166666666667
C21orf62	0.23075
FMO5	-0.321916666666667
ATRIP	0.975666666666667
CEBPG	-0.207333333333333
C7orf38	0.770333333333333
TNFRSF1B	0.319
CLEC1A	1.36966666666667
IQSEC1	0.4945
PATZ1	1.2433
RBM22	0.892375
BAG2	-2.63066666666667
PAQR5	-1.66666666666667
C9orf127	0.4064
THNSL1	1.30075
SHROOM3	2.9055
JAM2	0.018
SNRPN	-2.64375
ALX4	0.045
CACNA1S	0.7295
FAM130A1	0.569
CORIN	2.278
CD300LB	0.22
PLEKHG6	-0.0775
LRRC40	-1.42475
PCLKC	-0.72825
PCDHB16	-0.744333333333334
WNT2B	-0.665333333333333
ASNS	-2.02566666666667
MRPL49	0.096875
FLJ46111	-0.643
ISG20	1.84275
SMU1	-0.0256666666666667
CASZ1	1.111
POLR1D	0.55
GIN1	0.243
SNAG1	0.3315
ANKRD29	-2.695
CDKN2AIP	0.21925
KRR1	0.21975
CXCL1	-4.33466666666667
EPM2A	0.0959
PC	-0.463166666666667
DEFB127	-0.672
PDZRN4	1.0705
FAH	-0.20125
OR51E1	2.5695
CDC2L6	0.0473333333333333
DNTTIP1	-1.473
PAX8	-0.7585
TMEM116	0.0545
C1orf150	1.096
PRO2012	0.39725
MRPL40	-0.863833333333333
BEX1	-0.3273
SLC2A4	-0.924
PKMYT1	-0.702
FEZF2	0.0931666666666667
SLC26A9	-1.08725
MAP2	0.376166666666667
LYL1	-1.24975
SLC25A19	-0.396333333333333
NOS3	0.3195
ZNF34	1.085
TMPRSS11F	-0.490333333333333
FAM43A	0.1185
FCRL4	0.02
KLF14	-0.19675
FLRT2	-2.1135
WRN	-1.3565
SDF2	0.3611
KRT8P12	-0.0575
C6orf195	0.298
C9orf125	-1.88816666666667
DZIP3	-0.156625
RIT1	-0.340833333333333
SCML1	0.568166666666667
RHBDF2	0.26175
OR2G3	0.963
REXO1L1	0.319
MAP3K7IP3	-0.519625
C3orf57	-5.94225
FBXW11	-0.0608333333333333
ETAA1	-0.525
C14orf131	0.3367
AKT1S1	1.5365
SLC12A5	-1.02225
C9orf164	0.75525
NRIP3	-0.071375
NOS1AP	-1.76875
TMEM121	0.03275
SAP30BP	0.5553
DGCR6	-0.096
WDR76	-0.3595
FAM82B	0.0759166666666667
LOC606495	-0.607
MAP9	1.98966666666667
BCDIN3D	1.5955
CXorf36	2.912
DSCR3	-0.7977
ZFAND3	0.23325
C7orf43	0.472333333333333
SPSB3	0.8197
C19orf19	0.40175
FAM133A	-2.94325
C12orf25	0.33225
SLC39A3	-0.17525
DISP2	-0.272
PI4KAP2	-1.607
MKRN3	-1.16083333333333
ADAMTS13	-0.34975
CBLN3	0.0749
TTYH1	-0.483666666666667
C3orf18	1.382
FLJ13236	-1.852
ZMYND12	3.89
C18orf25	2.29775
GLB1L3	-0.5775
ATP13A5	0.073
RANBP10	-0.06125
CD96	-1.7263
DENND1C	-1.4965
RBMS3	-0.5746
SLC41A3	0.385833333333333
DGCR6L	-0.109
TMEM128	0.7365
CSNK1G3	0.523928571428571
MOBKL2C	0.519
TSPAN6	-2.305625
MATN2	-1.7908
MSL2L1	0.456333333333333
ST6GALNAC2	0.0208333333333333
FGFBP2	-1.137375
FGL1	-6.27366666666667
MPP3	-0.689166666666667
ARHGEF6	0.6605
TGFBR2	-0.52275
ACMSD	3.418
IL33	0.0305
C9orf5	-0.18075
DEAF1	0.3405
AMN	0.1815
DEFA6	-0.039875
RNF212	1.63125
METT5D1	0.277666666666667
CIB1	3.5954
TSSK1B	0.33425
KIAA1727	1.77325
ZNF680	0.347666666666667
LOC399900	-0.647
LOC152217	-0.166833333333333
CTNNAL1	-3.0565
CIT	-1.48933333333333
TLE6	1.0185
ZNF607	-0.332
HERC4	0.829
DRAP1	-0.0568
PEMT	0.42925
C10orf111	-0.517
ZNF575	0.941875
KCTD7	-0.092
MYO1F	-0.032625
LOC285382	-0.24625
RAB11A	1.0627
PLCD3	-0.77625
C15orf28	0.034
PTBP2	-0.064375
CTB-1048E9.5	-0.568375
C19orf60	-0.046
C7orf25	0.190833333333333
SETD7	0.981125
HOXB9	-3.932
VANGL1	-0.2893125
CHAF1B	-2.0625
NDUFA3	0.54775
KIAA1328	1.5465
SHARPIN	0.82825
TTC23	2.367125
UGP2	-0.123333333333333
ANKIB1	0.5282
CIRBP	0.407
SEC14L4	-2.94
OVCH1	-0.0403333333333333
VPS52	0.482
FAT	-2.04275
M6PRBP1	-0.265
GPRIN3	-0.824
PPM1F	-1.0725
TSR1	0.02325
CCDC85A	2.154
PCSK5	0.61425
ZFHX3	-0.16
HEMK1	0.1653
PGBD2	0.1975
RSRC2	-0.141333333333333
AURKC	-1.118
SCRIB	-0.18925
ORM2	-4.18483333333333
FAM115A	0.0444
FZD6	0.2565
UNC119	0.4095
GPX3	-1.482
NOV	-1.4435
CABC1	0.961875
CDC42SE2	-0.355125
EIF2S2	-0.9853
RNF130	0.174875
CKAP5	0.1125
RP11-413M3.2	0.72125
C10orf18	0.437
TMEM93	0.041
DYX1C1	5.0745
KCNMB2	-1.788875
ANK3	1.589
KRT5	-2.5804
CDH12	-1.83375
QRSL1	0.184625
JUB	0.4
SHC4	-1.332125
CCL15	0.805333333333333
CCDC22	0.33575
SNX24	0.199
RARS	-0.38625
MORC2	-0.246125
FAM48A	0.444
MT1H	-1.731
PPP1R14C	-3.815
FOXD1	-2.49778571428571
C1orf213	-2.23375
AMT	-1.9859
DSN1	-1.642
PTPLAD2	2.13875
DIS3L	0.44975
RASL11A	0.998
GPRC5B	-0.2515
FRMD7	-0.2645
STRN4	0.159
KITLG	2.40895454545455
HDGF	0.27775
OR1S1	0.0245
SETX	-0.2514
DDR2	-1.0685
KCTD12	0.57575
LYZL2	-0.544
WDR52	-0.761
TMEM2	-0.812125
ZNF579	1.436
LOC200810	1.06025
TNFSF9	-1.089875
PPFIA4	-3.02225
CNIH3	-0.637166666666667
MAP4K4	-1.52807142857143
ROD1	0.852642857142857
ALS2CR12	-0.558
DOCK3	-0.893166666666667
PAQR9	-3.708
ASB17	0.496833333333333
STX16	0.12075
FEZ2	-0.172
DLAT	-1.01333333333333
KIF21B	-1.76733333333333
CDC5L	-0.06025
TMEM119	1.11733333333333
CRIP3	-2.09025
TPSD1	-0.237333333333333
TEPP	-0.0295
GNGT2	0.7745
C21orf121	-0.21
WNK1	0.329666666666667
FLJ10490	1.493
OR51B5	-1.9745
LOC203547	-0.78625
HAS1	-1.0945
PPA1	2.552
ST7	0.159125
C11orf46	0.6266
POPDC3	-1.674
ACOX2	-0.1215
ATCAY	-0.299583333333333
TM4SF19	-1.36325
MFSD9	-0.775333333333333
PDHB	0.24325
ERN1	-0.0465
LCE3C	0.362
GPR111	0.1605
NOTCH3	1.10266666666667
ADAMTS5	1.607
B3GALT1	-0.85575
UGCGL1	-0.581666666666667
FAM58A	0.5805
FBXO32	1.04175
CLPP	-0.90925
NXPH1	-1.08275
MTMR3	0.0996666666666667
ATP1B3	-0.818875
TMEM16A	4.3365
HIST1H3F	0.2455
TRIM25	0.0261666666666667
SDCBP2	1.4295
CRKL	-1.4865
HOXB2	-1.42316666666667
ANP32B	-0.1105
GATM	5.575
AP4E1	1.639
EDG5	0.128
CDKN3	-1.86883333333333
CDH4	-2.343
PGD	-0.537333333333333
RND1	0.2655
GAD1	-2.567
MPG	0.606
LOC440350	-0.2045
ZNF133	0.721
SERPINB12	-1.13
AMELY	-0.192166666666667
DHX36	-0.50525
TNFAIP8L2	2.20383333333333
PHTF2	-0.705666666666667
CCDC112	-0.7305
IQCC	-0.45625
HEYL	3.183
FTSJ2	-0.3435
APPL1	0.90225
RAB43	-0.3925
OR10G2	0.2345
WAC	0.499833333333333
ADCY9	-0.272375
RUNDC2B	-0.339166666666667
PYCRL	0.8189
AGPAT7	-0.623166666666667
SLC22A9	-0.4552
CDKAL1	-0.716
PDYN	-0.869666666666666
C20orf74	-1.32625
MTMR11	0.4565
VAV3	2.902
DAPL1	-1.233
STXBP3	0.3745
EIF3G	-0.043
ARHGAP22	-1.6215
NPFFR1	0.291
NPC1	-1.1485
ALDH9A1	1.60616666666667
ZNF600	1.26075
ZNF678	-0.0633333333333333
RASSF1	0.462666666666667
ADD2	-2.7035
PITPNB	-0.71
PKD2L2	0.053375
LRP11	-0.1115
CDKL1	-0.406
SMEK2	0.0325
PRODH2	-2.67766666666667
C11orf54	-0.726666666666667
SFRS11	-1.13433333333333
IL7	-1.02266666666667
ALS2CR16	0.34125
BTG3	-2.35733333333333
PAK2	-0.448888888888889
RP11-679B17.1	0.297
GATA4	-1.26633333333333
ATP2B1	-0.45025
LOC130940	0.0915
C1orf172	2.62833333333333
ATF7IP2	-0.386
SLC25A43	-0.459833333333333
CENTG3	0.632666666666667
IGF2BP1	-4.0112
FCHSD1	0.1555
CAMK2N2	1.00233333333333
ELAVL3	-0.2659
NBPF15	-0.1395
UBE2J2	0.05325
GNL2	-0.49525
PRR3	0.1129
NLF2	1.26225
OR4F6	0.2265
KLHL24	0.298833333333333
CCDC88A	-2.2003
SGPP1	-1.4185
C10orf11	-0.491666666666667
SLC35B4	-1.07166666666667
UGT3A2	-0.877
ARNT2	2.865
CBR1	-1.801875
ITPR3	0.063
TRAPPC6B	-0.3375
AMZ1	1.685
ARP11	0.9495
WDSUB1	-0.507
APBA1	0.123833333333333
RAB2A	0.7614
C6orf162	-0.105875
HPSE2	-0.421
PLCE1	-0.9745
INSL3	-0.18625
DLG1	-0.00319999999999999
PTPLA	-3.229
PIGX	-0.46575
TFIP11	-0.00116666666666667
FIBIN	2.0545
POLR2G	-0.90825
GRAP2	-1.7384
DNAJB8	-0.382
CNBP	0.716166666666667
WASF1	-0.33325
INPP5E	-0.4614
HSPB1	0.456875
TMEM167	-0.5124
CUBN	0.029
IGF1	1.044375
ITPK1	1.0949
NAALAD2	-1.19875
G3BP1	-0.0222
NT5DC1	0.252
CYP39A1	-1.8665
TMEM139	-0.254333333333333
POLK	-0.136111111111111
GLULD1	-1.8765
RBM15	-0.7765
AMZ2	0.437
GDF15	0.0405
MESDC2	1.109
INCA	-0.4015
ACY1L2	-0.291
GZMM	-0.916833333333333
PAIP1	0.54625
CACNA2D1	-1.12725
STK32C	1.0335
SH3BP4	1.29433333333333
DEC1	0.116
PADI1	0.703
UBB	0.2153
PON3	-3.356
PROP1	0.9075
ANKRD13B	-0.3765
ADCK1	0.83175
TCF25	0.127083333333333
SLC38A5	-3.09775
CXorf26	0.403
C19orf39	0.39475
PPP1R13B	0.0485
ARL2	0.143
TCL6	0.302
TOP3A	-0.2965
SLC16A14	2.0965
FXYD6	0.982166666666667
HIST1H4E	-0.482
BBC3	0.774210526315789
UNC5A	-0.198666666666667
FAM86C	0.0556
PI4KB	0.498375
B3GAT1	-3.25725
SUSD2	-0.008
OAZ2	0.074
NOC4L	0.4965
C10orf12	-0.53225
FADS1	-2.9185
LOC144097	-0.829
DKK2	1.1675
KIAA1949	-0.78175
RHOT1	-0.2952
OXT	0.555666666666667
GPR153	0.971
ARL4A	-3.12533333333333
SAAL1	-1.20025
CCDC64	-0.581
USE1	-0.0936666666666667
HNMT	-0.083
PCGF3	0.6055
CYP2C19	1.21675
C20orf4	0.5285
CCDC11	2.43775
ACSBG2	-0.4095
RWDD2A	0.04825
PALLD	0.675875
CPLX4	0.8295
LOC492311	0.964
KPNA2	-1.575
MACROD1	0.8755
TMCO3	-0.357833333333333
C15orf52	-1.2295
